DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.22-22.39.32, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.612825ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_126, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.011545ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.196721ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__66F5A912C12ECCBFC7828C141D8C68C1A07C0A15, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.237774ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_23, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Actor.uasset, FlushAsyncLoading=0.005562ms, FlushStreamingFunc=0.004701ms, BlockTillAllRequestsFinished=0.003852ms, ResetLoadersForSaveUnMarkAllObjects=0.153527ms, TagPackageExports=0.076547ms, BeginCacheForCookedPlatformData=0.047043ms, SerializeImports=0.067141ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.004705ms, SerializeSummary=0.010692ms, SerializeNames=0.022665ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.009835ms, SortExportsNonSeekfree=0.004277ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.174910ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001281ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011120ms, SerializeExports=0.041481ms, SerializeBulkData=0.019673ms, AsyncWrite=0.060726ms, UnaccountedTime=0.407983ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_127, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B19E8D43472CA8B277E8CCA8993996A__878CA4B0813C95120A256C74CF1AC98FA54BEF64, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.011548ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B19E8D43472CA8B277E8CCA8993996A__878CA4B0813C95120A256C74CF1AC98FA54BEF64, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=160312 bytes, Retrieved=true, Duration=0.764646ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_24, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/Maps/Templates/Thumbnails/Default.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.133000ms, TagPackageExports=0.069708ms, BeginCacheForCookedPlatformData=0.045329ms, SerializeImports=0.065003ms, GatherLocalizableTextData=0.002995ms, MarkNames=0.005987ms, SerializeSummary=0.009835ms, SerializeNames=0.027370ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.011120ms, SortExportsNonSeekfree=0.004705ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.205699ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002563ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014115ms, SerializeExports=0.072699ms, SerializeBulkData=0.010692ms, AsyncWrite=0.091944ms, UnaccountedTime=0.364363ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_128, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_55809E694EE7DB292235CC917A5C5__4D92A2B66FAECA41CE73614053410F50678BE24C, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.011973ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_55809E694EE7DB292235CC917A5C5__4D92A2B66FAECA41CE73614053410F50678BE24C, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=3860 bytes, Retrieved=true, Duration=0.256591ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_55809E694EE7DB292235CC917A5C5__90EFA7DE31645D920A0D41E6D0BD39DDA2F4F975, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.098359ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_55809E694EE7DB292235CC917A5C5__C6A8F34D0900A3DD1534E03772A62CDF3492E40E, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.075694ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_25, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/ParticleSystems/PSysThumbnail_NoImage.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.153527ms, TagPackageExports=0.066712ms, BeginCacheForCookedPlatformData=0.041481ms, SerializeImports=0.062440ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.004705ms, SerializeSummary=0.011545ms, SerializeNames=0.016678ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.011120ms, SortExportsNonSeekfree=0.004705ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.215109ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016678ms, SerializeExports=0.058159ms, SerializeBulkData=0.015825ms, AsyncWrite=0.095367ms, UnaccountedTime=0.331432ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_129, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__E97FF2F2AD81D9F76D10FBE62D6E3756C8739EBA, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.017107ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__E97FF2F2AD81D9F76D10FBE62D6E3756C8739EBA, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.164647ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__3A8B6C1001F620AEC0F45773321B605B37FC4EDE, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.160370ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_26, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/ParticleSystems/PSysThumbnail_OOD.uasset, FlushAsyncLoading=0.007700ms, FlushStreamingFunc=0.005130ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.143263ms, TagPackageExports=0.066288ms, BeginCacheForCookedPlatformData=0.045758ms, SerializeImports=0.074841ms, GatherLocalizableTextData=0.004273ms, MarkNames=0.005562ms, SerializeSummary=0.010692ms, SerializeNames=0.055593ms, SerializeGatherableTextData=0.006843ms, BuildExportMap=0.013687ms, SortExportsNonSeekfree=0.005558ms, SortExportsSeekfreeConstructor=0.013258ms, SortExportsSeekfreeInner=0.226654ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.008125ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.003424ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014540ms, SerializeExports=0.063293ms, SerializeBulkData=0.017107ms, AsyncWrite=0.083391ms, UnaccountedTime=0.272416ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_27, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorLandscapeResources/DataLayer.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.129152ms, TagPackageExports=0.007700ms, BeginCacheForCookedPlatformData=0.002563ms, SerializeImports=0.012405ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003420ms, SerializeSummary=0.007272ms, SerializeNames=0.011116ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.006843ms, SortExportsNonSeekfree=0.003424ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.019245ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005130ms, SerializeImportMap=0.001710ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001285ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009406ms, SerializeExports=0.005562ms, SerializeBulkData=0.005987ms, AsyncWrite=0.046186ms, UnaccountedTime=0.237774ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_28, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDamageTypes/DmgTypeBP_Environmental.uasset, FlushAsyncLoading=0.030793ms, FlushStreamingFunc=0.011545ms, BlockTillAllRequestsFinished=0.009835ms, ResetLoadersForSaveUnMarkAllObjects=0.357520ms, TagPackageExports=0.070564ms, BeginCacheForCookedPlatformData=0.003848ms, SerializeImports=0.020955ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.004277ms, SerializeSummary=0.008982ms, SerializeNames=0.020098ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.015397ms, SortExportsNonSeekfree=0.004277ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.116747ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.008129ms, SerializeBulkData=0.005558ms, AsyncWrite=0.060298ms, UnaccountedTime=0.255309ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_29, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Sphere.uasset, FlushAsyncLoading=0.008125ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.229221ms, TagPackageExports=0.062440ms, BeginCacheForCookedPlatformData=0.005130ms, SerializeImports=0.078689ms, GatherLocalizableTextData=0.004277ms, MarkNames=0.006843ms, SerializeSummary=0.011116ms, SerializeNames=0.036351ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.017531ms, SortExportsNonSeekfree=0.008982ms, SortExportsSeekfreeConstructor=0.011548ms, SortExportsSeekfreeInner=0.449035ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.011120ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.003852ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019670ms, SerializeExports=0.080828ms, SerializeBulkData=0.012830ms, AsyncWrite=0.105202ms, UnaccountedTime=0.231788ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_130, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.014968ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=131375 bytes, Retrieved=true, Duration=0.886526ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_30, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/RobotoDistanceField.uasset, FlushAsyncLoading=0.007696ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.144549ms, TagPackageExports=0.089381ms, BeginCacheForCookedPlatformData=0.042338ms, SerializeImports=0.094939ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.005130ms, SerializeSummary=0.011548ms, SerializeNames=0.057306ms, SerializeGatherableTextData=0.003420ms, BuildExportMap=0.014111ms, SortExportsNonSeekfree=0.006843ms, SortExportsSeekfreeConstructor=0.010692ms, SortExportsSeekfreeInner=0.362650ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.009410ms, SerializeImportMap=0.003848ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016678ms, SerializeExports=0.118032ms, SerializeBulkData=0.009835ms, AsyncWrite=0.093229ms, UnaccountedTime=0.264715ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_31, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultTextMaterialOpaque.uasset, FlushAsyncLoading=0.006843ms, FlushStreamingFunc=0.005558ms, BlockTillAllRequestsFinished=0.003424ms, ResetLoadersForSaveUnMarkAllObjects=0.154808ms, TagPackageExports=1.579750ms, BeginCacheForCookedPlatformData=0.015821ms, SerializeImports=0.703916ms, GatherLocalizableTextData=0.007700ms, MarkNames=0.009406ms, SerializeSummary=0.017107ms, SerializeNames=0.124019ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.047043ms, SortExportsNonSeekfree=0.018816ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=1.433063ms, SortExportsSeekfree=0.014540ms, BuildDependencyMap=0.025660ms, SerializeImportMap=0.008982ms, SerializeExportMap=0.006840ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002995ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.038061ms, SerializeExports=1.265854ms, SerializeBulkData=0.045758ms, AsyncWrite=0.211261ms, UnaccountedTime=0.313468ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_131, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.015821ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.272844ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__BCC05532D8752724EDE6B77A32222320BD230C00, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.745397ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_32, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Trigger.uasset, FlushAsyncLoading=0.007272ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.005130ms, ResetLoadersForSaveUnMarkAllObjects=0.162937ms, TagPackageExports=0.074409ms, BeginCacheForCookedPlatformData=0.043623ms, SerializeImports=0.065003ms, GatherLocalizableTextData=0.002991ms, MarkNames=0.005562ms, SerializeSummary=0.010263ms, SerializeNames=0.021383ms, SerializeGatherableTextData=0.002563ms, BuildExportMap=0.012405ms, SortExportsNonSeekfree=0.004701ms, SortExportsSeekfreeConstructor=0.012401ms, SortExportsSeekfreeInner=0.193302ms, SortExportsSeekfree=0.002991ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.003848ms, SerializeExportMap=0.002991ms, SerializeDependencyMap=0.002563ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014540ms, SerializeExports=0.057306ms, SerializeBulkData=0.051748ms, AsyncWrite=0.138134ms, UnaccountedTime=0.303205ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__A74983DD16C9F19298E271B929B3C0B3FE13FC9E, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.233497ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_132, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.011116ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=5952 bytes, Retrieved=true, Duration=0.485387ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_33, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/GradientTexture0.uasset, FlushAsyncLoading=0.012830ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004701ms, ResetLoadersForSaveUnMarkAllObjects=0.144549ms, TagPackageExports=0.061583ms, BeginCacheForCookedPlatformData=0.062436ms, SerializeImports=0.071418ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.005130ms, SerializeSummary=0.011548ms, SerializeNames=0.025660ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.011545ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.013255ms, SortExportsSeekfreeInner=0.202280ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.007696ms, SerializeImportMap=0.003424ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014111ms, SerializeExports=0.056025ms, SerializeBulkData=0.008978ms, AsyncWrite=0.074837ms, UnaccountedTime=0.287812ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_133, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.012830ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.130437ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_34, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/Black.uasset, FlushAsyncLoading=0.005562ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.132572ms, TagPackageExports=0.059873ms, BeginCacheForCookedPlatformData=0.044048ms, SerializeImports=0.065431ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.005133ms, SerializeSummary=0.010263ms, SerializeNames=0.017107ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.010692ms, SortExportsNonSeekfree=0.005130ms, SortExportsSeekfreeConstructor=0.011973ms, SortExportsSeekfreeInner=0.223238ms, SortExportsSeekfree=0.006411ms, BuildDependencyMap=0.009410ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.004277ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014111ms, SerializeExports=0.062864ms, SerializeBulkData=0.009410ms, AsyncWrite=0.068426ms, UnaccountedTime=0.268139ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_134, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.11.22-22.39.39, HierarchicalDDC, Duration=0.017107ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.11.22-22.39.39, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.127438ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_35, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Float.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.138562ms, TagPackageExports=0.060726ms, BeginCacheForCookedPlatformData=0.045333ms, SerializeImports=0.066284ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.005130ms, SerializeSummary=0.009835ms, SerializeNames=0.017107ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.011120ms, SortExportsNonSeekfree=0.005130ms, SortExportsSeekfreeConstructor=0.011977ms, SortExportsSeekfreeInner=0.193298ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.008125ms, SerializeImportMap=0.002995ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012401ms, SerializeExports=0.053458ms, SerializeBulkData=0.008978ms, AsyncWrite=0.067994ms, UnaccountedTime=0.275411ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
