DDCTransactionId8F8EF4A145150446AF0856A8F174E586_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.21-18.15.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.566643ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_68, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultSpriteMaterial.uasset, FlushAsyncLoading=0.003420ms, FlushStreamingFunc=0.002138ms, BlockTillAllRequestsFinished=0.001710ms, ResetLoadersForSaveUnMarkAllObjects=0.091948ms, TagPackageExports=0.125304ms, BeginCacheForCookedPlatformData=0.004277ms, SerializeImports=0.152245ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.005130ms, SerializeSummary=0.005562ms, SerializeNames=0.051316ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.023950ms, SortExportsNonSeekfree=0.031646ms, SortExportsSeekfreeConstructor=0.005987ms, SortExportsSeekfreeInner=0.485387ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.007272ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001285ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.177048ms, SerializeBulkData=0.006843ms, AsyncWrite=0.047471ms, UnaccountedTime=0.134710ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_69, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySpriteTexture.uasset, FlushAsyncLoading=0.003848ms, FlushStreamingFunc=0.002138ms, BlockTillAllRequestsFinished=0.001714ms, ResetLoadersForSaveUnMarkAllObjects=0.072699ms, TagPackageExports=0.005133ms, BeginCacheForCookedPlatformData=0.001710ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_143, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.21-18.15.58, HierarchicalDDC, Duration=0.008129ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_70, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/PlaceholderTextures/DummySpriteTexture.uasset, FlushAsyncLoading=0.002991ms, FlushStreamingFunc=0.002567ms, BlockTillAllRequestsFinished=0.001710ms, ResetLoadersForSaveUnMarkAllObjects=0.076123ms, TagPackageExports=0.039347ms, BeginCacheForCookedPlatformData=0.027370ms, SerializeImports=0.037633ms, GatherLocalizableTextData=0.001710ms, MarkNames=0.002995ms, SerializeSummary=0.005130ms, SerializeNames=0.008982ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.005562ms, SortExportsNonSeekfree=0.002563ms, SortExportsSeekfreeConstructor=0.005990ms, SortExportsSeekfreeInner=0.110332ms, SortExportsSeekfree=0.001710ms, BuildDependencyMap=0.003852ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001281ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008125ms, SerializeExports=0.034213ms, SerializeBulkData=0.008125ms, AsyncWrite=0.041485ms, UnaccountedTime=0.180896ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_144, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.21-18.15.58, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.103492ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_145, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__61F5CC0CCE5D9CD95B83AA1CB53B0B5FE41AC847, StartTime=2015.11.21-18.15.58, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.076119ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_71, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/OpaqueUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.003420ms, FlushStreamingFunc=0.002138ms, BlockTillAllRequestsFinished=0.002138ms, ResetLoadersForSaveUnMarkAllObjects=0.078689ms, TagPackageExports=0.070136ms, BeginCacheForCookedPlatformData=0.002567ms, SerializeImports=0.082109ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003420ms, SerializeSummary=0.005558ms, SerializeNames=0.032075ms, SerializeGatherableTextData=0.001285ms, BuildExportMap=0.008125ms, SortExportsNonSeekfree=0.002991ms, SortExportsSeekfreeConstructor=0.005562ms, SortExportsSeekfreeInner=0.288237ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.004705ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.001714ms, SerializeDependencyMap=0.001285ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008982ms, SerializeExports=0.108622ms, SerializeBulkData=0.005987ms, AsyncWrite=0.044048ms, UnaccountedTime=0.126585ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_72, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultPaperTerrainMaterial.uasset, FlushAsyncLoading=0.003848ms, FlushStreamingFunc=0.002138ms, BlockTillAllRequestsFinished=0.001714ms, ResetLoadersForSaveUnMarkAllObjects=0.074837ms, TagPackageExports=0.006415ms, BeginCacheForCookedPlatformData=0.002138ms, SerializeImports=0.011973ms, GatherLocalizableTextData=0.001710ms, MarkNames=0.003852ms, SerializeSummary=0.005558ms, SerializeNames=0.016678ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.008125ms, SortExportsNonSeekfree=0.002567ms, SortExportsSeekfreeConstructor=0.005562ms, SortExportsSeekfreeInner=0.165928ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.004705ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001285ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007696ms, SerializeExports=0.006415ms, SerializeBulkData=0.005562ms, AsyncWrite=0.037633ms, UnaccountedTime=0.121880ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_73, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySprite.uasset, FlushAsyncLoading=0.004705ms, FlushStreamingFunc=0.003424ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=0.103921ms, TagPackageExports=0.022665ms, BeginCacheForCookedPlatformData=0.003420ms, SerializeImports=0.035495ms, GatherLocalizableTextData=0.002995ms, MarkNames=0.006415ms, SerializeSummary=0.008125ms, SerializeNames=0.041481ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.018816ms, SortExportsNonSeekfree=0.006415ms, SortExportsSeekfreeConstructor=0.009838ms, SortExportsSeekfreeInner=0.495221ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.005130ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001285ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008982ms, SerializeExports=0.017103ms, SerializeBulkData=0.005990ms, AsyncWrite=0.039343ms, UnaccountedTime=0.196721ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_74, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorBlueprintResources/StandardMacros.uasset, FlushAsyncLoading=0.004277ms, FlushStreamingFunc=0.002138ms, BlockTillAllRequestsFinished=0.002138ms, ResetLoadersForSaveUnMarkAllObjects=0.099216ms, TagPackageExports=26.952860ms, BeginCacheForCookedPlatformData=0.013683ms, SerializeImports=0.026088ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.005133ms, SerializeSummary=0.008978ms, SerializeNames=0.011548ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.013258ms, SortExportsNonSeekfree=0.004705ms, SortExportsSeekfreeConstructor=0.007268ms, SortExportsSeekfreeInner=0.118032ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013687ms, SerializeExports=0.007696ms, SerializeBulkData=0.005987ms, AsyncWrite=0.056449ms, UnaccountedTime=0.184748ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_75, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BlendAngleCorrectedNormals.uasset, FlushAsyncLoading=0.007700ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.114609ms, TagPackageExports=0.078261ms, BeginCacheForCookedPlatformData=0.003848ms, SerializeImports=0.117175ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.006843ms, SerializeSummary=0.006843ms, SerializeNames=0.030361ms, SerializeGatherableTextData=0.001714ms, BuildExportMap=0.065431ms, SortExportsNonSeekfree=0.175763ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.241626ms, SortExportsSeekfree=0.002991ms, BuildDependencyMap=0.013258ms, SerializeImportMap=0.002995ms, SerializeExportMap=0.004701ms, SerializeDependencyMap=0.003424ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.065003ms, SerializeBulkData=0.006415ms, AsyncWrite=0.045761ms, UnaccountedTime=0.134282ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_76, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/MaterialLayerFunctions/MatLayerBlend_NormalBlend.uasset, FlushAsyncLoading=0.006843ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=0.110336ms, TagPackageExports=0.086386ms, BeginCacheForCookedPlatformData=0.002995ms, SerializeImports=0.124875ms, GatherLocalizableTextData=0.001710ms, MarkNames=0.006843ms, SerializeSummary=0.005987ms, SerializeNames=0.062864ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.070993ms, SortExportsNonSeekfree=0.061583ms, SortExportsSeekfreeConstructor=0.006415ms, SortExportsSeekfreeInner=0.395149ms, SortExportsSeekfree=0.005133ms, BuildDependencyMap=0.014968ms, SerializeImportMap=0.005130ms, SerializeExportMap=0.005987ms, SerializeDependencyMap=0.003420ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015397ms, SerializeExports=0.158660ms, SerializeBulkData=0.010692ms, AsyncWrite=0.063721ms, UnaccountedTime=0.206128ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_77, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/MaterialLayerFunctions/MatLayerBlend_Simple.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.002995ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=0.108194ms, TagPackageExports=0.106912ms, BeginCacheForCookedPlatformData=0.002995ms, SerializeImports=0.146255ms, GatherLocalizableTextData=0.001710ms, MarkNames=0.005562ms, SerializeSummary=0.006843ms, SerializeNames=0.046186ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.033785ms, SortExportsNonSeekfree=0.102207ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.305772ms, SortExportsSeekfree=0.011977ms, BuildDependencyMap=0.017531ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.003424ms, SerializeDependencyMap=0.003848ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017535ms, SerializeExports=0.144545ms, SerializeBulkData=0.007272ms, AsyncWrite=0.050891ms, UnaccountedTime=0.175763ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_78, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_CapsuleMesh.uasset, FlushAsyncLoading=0.008982ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003852ms, ResetLoadersForSaveUnMarkAllObjects=0.105627ms, TagPackageExports=0.038490ms, BeginCacheForCookedPlatformData=0.002995ms, SerializeImports=0.055164ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.003848ms, SerializeSummary=0.007272ms, SerializeNames=0.023950ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.011973ms, SortExportsNonSeekfree=0.006843ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.335708ms, SortExportsSeekfree=0.002563ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010692ms, SerializeExports=0.063293ms, SerializeBulkData=0.007272ms, AsyncWrite=0.053030ms, UnaccountedTime=0.139415ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_79, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TorusMesh.uasset, FlushAsyncLoading=0.009406ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.168923ms, TagPackageExports=0.065859ms, BeginCacheForCookedPlatformData=0.005558ms, SerializeImports=0.079971ms, GatherLocalizableTextData=0.004277ms, MarkNames=0.006415ms, SerializeSummary=0.009835ms, SerializeNames=0.037637ms, SerializeGatherableTextData=0.002991ms, BuildExportMap=0.020530ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.011973ms, SortExportsSeekfreeInner=0.593584ms, SortExportsSeekfree=0.007268ms, BuildDependencyMap=0.011548ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.003848ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017535ms, SerializeExports=0.133853ms, SerializeBulkData=0.011548ms, AsyncWrite=0.118885ms, UnaccountedTime=6.506749ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_80, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_HandColor.uasset, FlushAsyncLoading=0.008982ms, FlushStreamingFunc=0.005130ms, BlockTillAllRequestsFinished=0.003852ms, ResetLoadersForSaveUnMarkAllObjects=0.150532ms, TagPackageExports=0.357945ms, BeginCacheForCookedPlatformData=0.008129ms, SerializeImports=0.392586ms, GatherLocalizableTextData=0.005130ms, MarkNames=0.005987ms, SerializeSummary=0.011548ms, SerializeNames=0.073127ms, SerializeGatherableTextData=0.003848ms, BuildExportMap=0.014968ms, SortExportsNonSeekfree=0.009410ms, SortExportsSeekfreeConstructor=0.011973ms, SortExportsSeekfreeInner=0.766784ms, SortExportsSeekfree=0.004705ms, BuildDependencyMap=0.008978ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002563ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018392ms, SerializeExports=0.439625ms, SerializeBulkData=0.009410ms, AsyncWrite=0.069708ms, UnaccountedTime=0.143267ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_81, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_PassthroughMaterial.uasset, FlushAsyncLoading=0.005987ms, FlushStreamingFunc=0.002995ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=0.160370ms, TagPackageExports=0.284389ms, BeginCacheForCookedPlatformData=0.006843ms, SerializeImports=0.409693ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.016678ms, SerializeSummary=0.007696ms, SerializeNames=0.078261ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.134286ms, SortExportsNonSeekfree=0.550389ms, SortExportsSeekfreeConstructor=0.008125ms, SortExportsSeekfreeInner=0.906199ms, SortExportsSeekfree=0.002991ms, BuildDependencyMap=0.026941ms, SerializeImportMap=0.005133ms, SerializeExportMap=0.008982ms, SerializeDependencyMap=0.004277ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017107ms, SerializeExports=0.302352ms, SerializeBulkData=0.007268ms, AsyncWrite=0.059016ms, UnaccountedTime=0.186030ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_146, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.21-18.15.58, HierarchicalDDC, Duration=0.011120ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_82, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_SampleDistortion.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003420ms, ResetLoadersForSaveUnMarkAllObjects=0.091948ms, TagPackageExports=0.041481ms, BeginCacheForCookedPlatformData=0.027370ms, SerializeImports=0.039347ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.002991ms, SerializeSummary=0.005987ms, SerializeNames=0.012405ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.006415ms, SortExportsNonSeekfree=0.002995ms, SortExportsSeekfreeConstructor=0.006840ms, SortExportsSeekfreeInner=0.127442ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.004277ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001281ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008982ms, SerializeExports=0.034641ms, SerializeBulkData=0.005558ms, AsyncWrite=0.043191ms, UnaccountedTime=0.186030ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_147, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.21-18.15.58, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.111617ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_148, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.21-18.15.58, HierarchicalDDC, Duration=0.008125ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_83, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TestTexture.uasset, FlushAsyncLoading=0.005562ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.123162ms, TagPackageExports=0.091087ms, BeginCacheForCookedPlatformData=0.049181ms, SerializeImports=0.072274ms, GatherLocalizableTextData=0.004277ms, MarkNames=0.004705ms, SerializeSummary=0.010692ms, SerializeNames=0.017531ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.011120ms, SortExportsNonSeekfree=0.005130ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.215966ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.008125ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.003848ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018388ms, SerializeExports=0.063293ms, SerializeBulkData=0.038918ms, AsyncWrite=0.103064ms, UnaccountedTime=0.251889ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_149, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.21-18.15.58, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.152241ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_150, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__614A182FD2985EA1A7A5E75550916356986F8024, StartTime=2015.11.21-18.15.58, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.048610ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_151, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__6C92F9FE0F9192D1333FF4F27A28DE596ED2F6F4, StartTime=2015.11.21-18.15.58, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.288241ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_152, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__3FA1C3E1B32C93524FBAF2472B061A9912FB6CCC, StartTime=2015.11.21-18.15.58, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.178762ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_84, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cube.uasset, FlushAsyncLoading=0.009410ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.182178ms, TagPackageExports=0.059444ms, BeginCacheForCookedPlatformData=0.004705ms, SerializeImports=0.089806ms, GatherLocalizableTextData=0.004277ms, MarkNames=0.006843ms, SerializeSummary=0.008978ms, SerializeNames=0.029936ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.033356ms, SortExportsNonSeekfree=0.014115ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.884812ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.011120ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.003848ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019673ms, SerializeExports=0.070132ms, SerializeBulkData=0.011120ms, AsyncWrite=0.070993ms, UnaccountedTime=0.200570ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_85, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/RemoveSurfaceMaterial.uasset, FlushAsyncLoading=0.008553ms, FlushStreamingFunc=0.003852ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.117604ms, TagPackageExports=0.116751ms, BeginCacheForCookedPlatformData=0.007268ms, SerializeImports=0.130009ms, GatherLocalizableTextData=0.004701ms, MarkNames=0.004705ms, SerializeSummary=0.009838ms, SerializeNames=0.041910ms, SerializeGatherableTextData=0.003848ms, BuildExportMap=0.010692ms, SortExportsNonSeekfree=0.005130ms, SortExportsSeekfreeConstructor=0.011977ms, SortExportsSeekfreeInner=0.425942ms, SortExportsSeekfree=0.004705ms, BuildDependencyMap=0.006840ms, SerializeImportMap=0.003852ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002563ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015825ms, SerializeExports=0.155237ms, SerializeBulkData=0.012401ms, AsyncWrite=0.068851ms, UnaccountedTime=0.153955ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
